ciudad,pais,latitud,longitud,temperatura,sensacion_termica,humedad,velocidad_viento,descripcion,codigo_tiempo,fecha_extraccion,temperatura_categoria,estado_clima,clima_severo
Barranquilla,Colombia,10.9685,-74.7813,28.7,30.3,80,3.6,Cloudy,119,2026-03-26 22:53:01.040118,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,17.4,18.6,69,4.6,Partly Cloudy,116,2026-03-17 12:38:01.040158,Frío,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,21.6,20.4,62,15.0,Light Drizzle,266,2026-03-19 19:34:01.040197,Templado,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,27.5,29.7,68,11.9,Heavy Rain,308,2026-04-07 03:20:01.040312,Cálido,Lluvia fuerte,False
Sao Paulo,Brazil,-23.5505,-46.6333,30.3,29.2,90,11.0,Sunny,113,2026-03-24 04:43:01.040370,Muy cálido,Despejado,False
Barranquilla,Colombia,10.9685,-74.7813,34.5,34.2,82,16.1,Overcast,122,2026-04-04 18:55:01.040419,Muy cálido,Nublado,False
Cartagena,Colombia,10.391,-75.4794,31.8,29.8,75,14.2,Sunny,113,2026-03-28 20:41:01.040459,Muy cálido,Despejado,False
London,Uk,51.5074,-0.1278,18.2,18.2,84,2.1,Sunny,113,2026-03-23 05:51:01.040499,Templado,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,34.9,35.9,41,9.7,Sunny,113,2026-03-19 16:05:01.040538,Muy cálido,Despejado,False
Cali,Colombia,3.4516,-76.532,29.0,26.8,48,3.6,Patchy Snow Showers,392,2026-04-02 06:22:01.040577,Cálido,Nieve ligera,False
London,Uk,51.5074,-0.1278,16.7,17.8,59,8.6,Overcast,122,2026-03-17 21:19:01.040615,Frío,Nublado,False
Bogota,Colombia,4.711,-74.0721,14.0,12.0,68,11.9,Cloudy,119,2026-04-14 21:02:01.040652,Frío,Nublado,False
Bogota,Colombia,4.711,-74.0721,15.2,14.9,80,15.6,Patchy Rain Nearby,176,2026-04-07 23:24:01.040691,Frío,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,22.6,21.3,70,10.3,Light Drizzle,266,2026-03-26 02:25:01.040751,Templado,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,17.4,18.3,68,10.4,Overcast,122,2026-04-06 18:56:01.040830,Frío,Nublado,False
Bogota,Colombia,4.711,-74.0721,16.5,16.7,69,15.3,Partly Cloudy,116,2026-03-28 01:37:01.040870,Frío,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,41.7,41.7,81,13.4,Patchy Rain Nearby,176,2026-04-07 13:54:01.040909,Muy cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,25.8,29.2,80,5.2,Sunny,113,2026-04-15 02:31:01.040947,Cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,30.6,30.4,78,12.8,Patchy Rain Nearby,176,2026-04-12 21:48:01.040985,Muy cálido,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,29.6,34.0,88,16.2,Cloudy,119,2026-04-13 13:06:01.041026,Cálido,Nublado,False
Madrid,Spain,40.4168,-3.7038,20.1,19.8,62,11.8,Patchy Rain Nearby,176,2026-03-19 01:00:01.041064,Templado,Lluvia ligera,False
London,Uk,51.5074,-0.1278,12.9,11.1,76,4.2,Partly Cloudy,116,2026-03-21 09:25:01.041171,Frío,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,32.2,32.3,62,17.4,Heavy Snow,395,2026-04-08 16:26:01.041215,Muy cálido,Nieve fuerte,True
Cartagena,Colombia,10.391,-75.4794,34.3,32.2,77,17.0,Heavy Rain,308,2026-03-25 17:13:01.041267,Muy cálido,Lluvia fuerte,False
Cali,Colombia,3.4516,-76.532,24.2,23.9,76,9.8,Partly Cloudy,116,2026-03-25 16:08:01.041307,Cálido,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,25.3,26.2,60,8.6,Overcast,122,2026-03-26 02:22:01.041345,Cálido,Nublado,False
London,Uk,51.5074,-0.1278,21.5,19.2,72,10.6,Sunny,113,2026-03-28 07:20:01.041386,Templado,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,24.1,25.2,60,5.5,Overcast,122,2026-03-27 06:24:01.041440,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,25.9,23.5,83,15.0,Light Drizzle,266,2026-03-21 23:01:01.041480,Cálido,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,26.3,23.9,58,15.6,Patchy Snow Showers,392,2026-03-17 12:39:01.041610,Cálido,Nieve ligera,False
Cartagena,Colombia,10.391,-75.4794,32.5,32.3,96,12.2,Sunny,113,2026-04-14 14:57:01.041711,Muy cálido,Despejado,False
Bogota,Colombia,4.711,-74.0721,20.6,22.2,76,5.7,Cloudy,119,2026-03-27 10:26:01.041779,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,18.7,21.1,79,7.4,Overcast,122,2026-03-23 20:14:01.041832,Templado,Nublado,False
Miami,Usa,25.7617,-80.1918,24.6,25.2,87,7.4,Light Rain,293,2026-04-15 12:24:01.041892,Cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,16.9,18.5,65,5.5,Cloudy,119,2026-04-12 23:18:01.041940,Frío,Nublado,False
Miami,Usa,25.7617,-80.1918,29.5,29.7,71,19.4,Cloudy,119,2026-03-26 13:01:01.041982,Cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,25.4,25.1,83,11.2,Cloudy,119,2026-03-31 03:40:01.042027,Cálido,Nublado,False
Bogota,Colombia,4.711,-74.0721,17.7,18.7,76,12.2,Sunny,113,2026-04-12 09:16:01.042066,Frío,Despejado,False
Cartagena,Colombia,10.391,-75.4794,33.4,34.7,96,19.4,Cloudy,119,2026-03-31 23:15:01.042105,Muy cálido,Nublado,False
London,Uk,51.5074,-0.1278,10.2,7.7,61,10.7,Light Drizzle,266,2026-04-03 05:34:01.042143,Frío,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,25.1,21.7,66,18.6,Patchy Rain Nearby,176,2026-03-20 11:32:01.042220,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,14.7,13.4,66,6.2,Heavy Rain,308,2026-04-11 19:05:01.042298,Frío,Lluvia fuerte,False
Lima,Peru,-12.0464,-77.0428,22.3,18.8,62,18.3,Cloudy,119,2026-04-05 19:51:01.042341,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,8.3,11.6,68,14.0,Patchy Rain Nearby,176,2026-03-26 08:29:01.042396,Muy frío,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.5,23.6,64,13.6,Patchy Rain Nearby,176,2026-04-08 17:44:01.042436,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,18.1,21.1,85,13.8,Partly Cloudy,116,2026-04-01 13:57:01.042474,Templado,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,15.1,16.7,86,4.1,Sunny,113,2026-04-15 06:42:01.042513,Frío,Despejado,False
Barranquilla,Colombia,10.9685,-74.7813,32.3,31.6,91,11.7,Thundery Outbreaks,200,2026-04-15 16:54:01.042566,Muy cálido,Tormenta,True
Bogota,Colombia,4.711,-74.0721,16.4,15.5,62,8.8,Overcast,122,2026-04-13 11:24:01.042608,Frío,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,28.0,25.8,85,10.2,Sunny,113,2026-04-06 02:50:01.042647,Cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,31.9,32.4,82,13.9,Partly Cloudy,116,2026-04-02 06:25:01.042685,Muy cálido,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,28.9,29.0,65,18.5,Light Drizzle,266,2026-04-06 02:46:01.042725,Cálido,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,20.7,21.1,64,13.2,Cloudy,119,2026-03-31 08:00:01.042795,Templado,Nublado,False
Cali,Colombia,3.4516,-76.532,29.5,27.9,73,6.4,Overcast,122,2026-04-13 18:20:01.042845,Cálido,Nublado,False
Tokyo,Japan,35.6895,139.6917,15.9,13.6,75,3.9,Patchy Rain Nearby,176,2026-04-07 06:32:01.042885,Frío,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,24.6,25.6,96,8.9,Partly Cloudy,116,2026-04-05 14:36:01.042924,Cálido,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,16.6,20.1,78,15.4,Cloudy,119,2026-04-11 11:16:01.042963,Frío,Nublado,False
Madrid,Spain,40.4168,-3.7038,13.7,13.3,65,4.6,Partly Cloudy,116,2026-03-17 22:08:01.043001,Frío,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,22.2,23.8,81,10.4,Cloudy,119,2026-03-29 18:10:01.043040,Templado,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,23.4,22.7,65,8.5,Light Drizzle,266,2026-03-18 09:34:01.043079,Templado,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,24.3,23.2,84,7.4,Sunny,113,2026-03-20 12:33:01.043118,Cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,21.1,21.5,87,12.1,Patchy Rain Nearby,176,2026-04-05 04:02:01.043157,Templado,Lluvia ligera,False
London,Uk,51.5074,-0.1278,18.8,20.8,89,6.4,Cloudy,119,2026-04-02 11:29:01.043196,Templado,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,27.1,28.5,64,11.1,Partly Cloudy,116,2026-03-30 10:34:01.043244,Cálido,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,31.3,30.5,90,14.3,Partly Cloudy,116,2026-03-29 20:29:01.043283,Muy cálido,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,20.6,21.2,87,15.7,Light Rain,293,2026-04-10 19:52:01.043322,Templado,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,24.0,25.5,71,11.0,Overcast,122,2026-04-06 15:37:01.043425,Templado,Nublado,False
Cali,Colombia,3.4516,-76.532,15.7,17.7,74,3.3,Overcast,122,2026-03-18 09:21:01.043492,Frío,Nublado,False
Madrid,Spain,40.4168,-3.7038,21.4,19.1,68,0.7,Partly Cloudy,116,2026-04-10 23:52:01.043536,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,13.8,14.9,56,2.1,Overcast,122,2026-04-11 07:13:01.043576,Frío,Nublado,False
Bogota,Colombia,4.711,-74.0721,16.4,13.5,87,7.5,Partly Cloudy,116,2026-03-23 18:12:01.043615,Frío,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,26.4,28.4,88,7.0,Heavy Rain,308,2026-03-19 20:14:01.043654,Cálido,Lluvia fuerte,False
Medellin,Colombia,6.2442,-75.5812,19.8,17.9,84,16.4,Overcast,122,2026-04-11 09:39:01.043693,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,23.2,23.0,81,15.7,Overcast,122,2026-03-28 12:17:01.043749,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,28.3,28.7,68,5.4,Partly Cloudy,116,2026-03-30 16:31:01.043788,Cálido,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,26.7,26.4,73,6.1,Cloudy,119,2026-04-04 15:23:01.043827,Cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,30.3,25.8,97,14.6,Heavy Rain,308,2026-04-11 13:08:01.043866,Muy cálido,Lluvia fuerte,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.0,23.7,82,8.2,Patchy Rain Nearby,176,2026-04-03 18:53:01.043914,Templado,Lluvia ligera,False
London,Uk,51.5074,-0.1278,15.5,16.7,62,6.2,Sunny,113,2026-04-09 14:28:01.043953,Frío,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.7,23.7,64,15.2,Partly Cloudy,116,2026-04-04 05:44:01.043991,Templado,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,34.2,37.4,75,15.5,Sunny,113,2026-03-31 15:58:01.044030,Muy cálido,Despejado,False
Lima,Peru,-12.0464,-77.0428,20.8,22.8,65,15.6,Light Drizzle,266,2026-04-06 02:17:01.044068,Templado,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,19.6,18.7,88,11.1,Partly Cloudy,116,2026-03-26 02:25:01.044106,Templado,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,26.9,27.2,88,3.5,Cloudy,119,2026-03-20 14:01:01.044157,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,27.6,29.4,53,4.6,Partly Cloudy,116,2026-04-10 04:04:01.044196,Cálido,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,20.5,18.8,46,7.0,Overcast,122,2026-03-20 22:23:01.044417,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,16.2,15.2,47,0.2,Cloudy,119,2026-03-21 08:51:01.044489,Frío,Nublado,False
Cartagena,Colombia,10.391,-75.4794,34.5,34.2,84,15.4,Partly Cloudy,116,2026-04-14 16:20:01.044532,Muy cálido,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,21.5,21.9,57,10.7,Cloudy,119,2026-04-01 02:27:01.044573,Templado,Nublado,False
Miami,Usa,25.7617,-80.1918,30.6,32.8,91,9.6,Partly Cloudy,116,2026-04-06 22:43:01.044612,Muy cálido,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,30.7,29.5,76,6.4,Cloudy,119,2026-03-30 02:09:01.044652,Muy cálido,Nublado,False
Lima,Peru,-12.0464,-77.0428,23.9,19.9,67,10.5,Cloudy,119,2026-04-08 08:22:01.044691,Templado,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,30.1,29.8,57,13.7,Light Drizzle,266,2026-03-23 17:25:01.044729,Muy cálido,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,30.0,28.8,96,10.7,Sunny,113,2026-04-09 06:12:01.044801,Cálido,Despejado,False
Lima,Peru,-12.0464,-77.0428,18.4,17.6,64,21.8,Sunny,113,2026-04-03 13:57:01.044841,Templado,Despejado,False
Madrid,Spain,40.4168,-3.7038,18.2,17.3,59,12.6,Moderate Rain,302,2026-03-18 19:11:01.044880,Templado,Lluvia moderada,False
Medellin,Colombia,6.2442,-75.5812,18.6,17.2,59,12.1,Patchy Rain Nearby,176,2026-04-02 11:32:01.044920,Templado,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,26.9,27.1,98,4.3,Patchy Rain Nearby,176,2026-04-03 23:20:01.044958,Cálido,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,30.7,29.2,66,3.2,Cloudy,119,2026-04-13 09:54:01.044997,Muy cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,31.5,31.2,78,10.7,Cloudy,119,2026-03-19 03:43:01.045035,Muy cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,31.7,31.2,90,9.8,Partly Cloudy,116,2026-03-27 07:17:01.045073,Muy cálido,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,7.8,8.7,79,12.1,Patchy Rain Nearby,176,2026-03-24 11:08:01.045157,Muy frío,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,25.0,26.1,76,10.0,Heavy Snow,395,2026-03-31 07:19:01.045244,Cálido,Nieve fuerte,True
Cartagena,Colombia,10.391,-75.4794,35.1,36.3,69,4.6,Sunny,113,2026-04-07 19:34:01.045341,Muy cálido,Despejado,False
Medellin,Colombia,6.2442,-75.5812,23.9,26.8,89,0.6,Light Rain,293,2026-03-27 16:23:01.045387,Templado,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,25.4,27.7,80,16.1,Light Rain,293,2026-03-16 15:12:01.045428,Cálido,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,23.9,24.3,92,6.9,Light Drizzle,266,2026-04-11 02:57:01.045467,Templado,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,22.6,24.3,83,3.7,Sunny,113,2026-04-02 13:46:01.045506,Templado,Despejado,False
Lima,Peru,-12.0464,-77.0428,22.8,23.2,100,14.4,Overcast,122,2026-04-08 20:59:01.045545,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,17.0,11.3,81,9.8,Partly Cloudy,116,2026-04-13 18:23:01.045583,Frío,Parcialmente nublado,False
Barranquilla,Colombia,10.9685,-74.7813,31.1,26.5,92,15.6,Partly Cloudy,116,2026-04-08 21:50:01.045623,Muy cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,29.8,28.7,77,16.3,Sunny,113,2026-03-31 19:54:01.045662,Cálido,Despejado,False
Medellin,Colombia,6.2442,-75.5812,27.3,28.1,62,10.6,Cloudy,119,2026-03-21 04:45:01.045712,Cálido,Nublado,False
London,Uk,51.5074,-0.1278,5.7,7.3,76,19.4,Cloudy,119,2026-03-17 01:21:01.045788,Muy frío,Nublado,False
Bogota,Colombia,4.711,-74.0721,17.6,16.6,74,1.3,Moderate Rain,302,2026-03-26 15:20:01.045831,Frío,Lluvia moderada,False
Barranquilla,Colombia,10.9685,-74.7813,33.2,29.1,62,11.0,Overcast,122,2026-03-22 04:03:01.045871,Muy cálido,Nublado,False
London,Uk,51.5074,-0.1278,16.0,17.6,74,11.6,Partly Cloudy,116,2026-03-16 03:34:01.045910,Frío,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,20.7,18.1,79,9.0,Partly Cloudy,116,2026-03-21 21:32:01.045948,Templado,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,27.5,24.0,65,10.9,Overcast,122,2026-03-27 06:36:01.045995,Cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,21.3,19.1,93,10.6,Partly Cloudy,116,2026-04-08 00:48:01.046080,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,15.7,13.2,44,0.9,Patchy Rain Nearby,176,2026-04-09 19:06:01.046125,Frío,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,21.9,23.1,74,10.3,Overcast,122,2026-03-24 06:41:01.046165,Templado,Nublado,False
Madrid,Spain,40.4168,-3.7038,10.9,10.3,53,15.8,Sunny,113,2026-04-05 22:58:01.046206,Frío,Despejado,False
Lima,Peru,-12.0464,-77.0428,18.2,21.5,82,5.3,Partly Cloudy,116,2026-04-13 05:27:01.046256,Templado,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,26.8,28.6,71,14.7,Overcast,122,2026-04-08 04:08:01.046296,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,29.1,33.0,55,11.9,Sunny,113,2026-04-10 01:38:01.046334,Cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,28.7,30.3,76,24.5,Sunny,113,2026-04-15 21:11:01.046372,Cálido,Despejado,False
London,Uk,51.5074,-0.1278,14.9,16.6,76,7.0,Overcast,122,2026-03-27 07:02:01.046411,Frío,Nublado,False
Cartagena,Colombia,10.391,-75.4794,34.4,35.7,76,5.3,Moderate Rain,302,2026-03-18 01:01:01.046450,Muy cálido,Lluvia moderada,False
Sao Paulo,Brazil,-23.5505,-46.6333,20.3,22.4,62,11.3,Light Drizzle,266,2026-04-12 11:15:01.046488,Templado,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,28.7,26.5,58,5.2,Patchy Rain Nearby,176,2026-04-08 19:54:01.046527,Cálido,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,23.1,25.8,82,13.0,Light Drizzle,266,2026-04-13 10:45:01.046565,Templado,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,19.3,15.2,66,12.7,Partly Cloudy,116,2026-03-28 04:22:01.046605,Templado,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,32.1,32.0,91,13.7,Moderate Rain,302,2026-04-15 09:09:01.046655,Muy cálido,Lluvia moderada,False
Madrid,Spain,40.4168,-3.7038,13.5,10.9,54,5.6,Cloudy,119,2026-04-09 22:00:01.046694,Frío,Nublado,False
Medellin,Colombia,6.2442,-75.5812,21.2,22.6,71,1.8,Sunny,113,2026-03-16 02:08:01.046734,Templado,Despejado,False
Madrid,Spain,40.4168,-3.7038,12.1,10.7,50,11.5,Patchy Snow Showers,392,2026-03-30 18:08:01.046774,Frío,Nieve ligera,False
Madrid,Spain,40.4168,-3.7038,18.3,17.4,53,10.3,Patchy Rain Nearby,176,2026-04-14 13:20:01.046814,Templado,Lluvia ligera,False
London,Uk,51.5074,-0.1278,9.5,9.8,73,15.6,Partly Cloudy,116,2026-04-07 22:00:01.046852,Muy frío,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,21.4,23.5,51,5.1,Cloudy,119,2026-04-10 12:09:01.046891,Templado,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,16.3,14.9,51,6.4,Overcast,122,2026-04-10 13:34:01.046930,Frío,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,25.8,25.0,66,15.9,Overcast,122,2026-04-04 14:27:01.047055,Cálido,Nublado,False
Bogota,Colombia,4.711,-74.0721,11.0,10.7,75,7.4,Light Drizzle,266,2026-03-16 05:55:01.047193,Frío,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,23.6,23.0,59,14.0,Light Rain,293,2026-04-14 19:00:01.047259,Templado,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,17.0,16.5,82,11.7,Patchy Rain Nearby,176,2026-03-20 16:13:01.047301,Frío,Lluvia ligera,False
Lima,Peru,-12.0464,-77.0428,15.9,12.5,59,8.4,Overcast,122,2026-04-12 07:09:01.047342,Frío,Nublado,False
London,Uk,51.5074,-0.1278,10.2,8.1,55,12.7,Moderate Rain,302,2026-03-18 04:19:01.047381,Frío,Lluvia moderada,False
Cali,Colombia,3.4516,-76.532,30.1,29.3,77,2.6,Sunny,113,2026-04-10 00:54:01.047424,Muy cálido,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,23.7,20.7,62,11.7,Partly Cloudy,116,2026-04-13 03:21:01.047463,Templado,Parcialmente nublado,False
Madrid,Spain,40.4168,-3.7038,14.7,16.2,51,16.0,Partly Cloudy,116,2026-03-17 20:28:01.047526,Frío,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,24.2,24.7,87,13.2,Cloudy,119,2026-03-18 02:08:01.047566,Cálido,Nublado,False
Lima,Peru,-12.0464,-77.0428,25.2,20.8,81,9.4,Sunny,113,2026-03-31 01:19:01.047605,Cálido,Despejado,False
London,Uk,51.5074,-0.1278,17.9,15.0,72,16.1,Heavy Rain,308,2026-04-05 13:12:01.047645,Frío,Lluvia fuerte,False
Miami,Usa,25.7617,-80.1918,25.3,22.7,68,6.3,Sunny,113,2026-03-27 03:02:01.047700,Cálido,Despejado,False
Cali,Colombia,3.4516,-76.532,22.6,22.3,78,8.6,Thundery Outbreaks,200,2026-04-06 04:53:01.047742,Templado,Tormenta,True
Cali,Colombia,3.4516,-76.532,27.8,27.8,85,3.0,Sunny,113,2026-04-06 03:46:01.047781,Cálido,Despejado,False
Cali,Colombia,3.4516,-76.532,28.3,29.7,60,7.1,Partly Cloudy,116,2026-03-27 01:22:01.047819,Cálido,Parcialmente nublado,False
Cartagena,Colombia,10.391,-75.4794,26.3,28.0,90,12.4,Partly Cloudy,116,2026-04-01 18:54:01.047858,Cálido,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,9.8,12.3,59,15.7,Patchy Rain Nearby,176,2026-03-16 22:20:01.047896,Muy frío,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,20.6,20.1,67,3.0,Overcast,122,2026-03-20 11:33:01.047935,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,18.0,19.3,76,9.3,Sunny,113,2026-03-29 16:16:01.047973,Frío,Despejado,False
Lima,Peru,-12.0464,-77.0428,16.6,17.3,90,7.7,Sunny,113,2026-04-11 21:12:01.048011,Frío,Despejado,False
Cali,Colombia,3.4516,-76.532,28.3,25.4,93,6.1,Sunny,113,2026-03-20 07:36:01.048060,Cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,25.0,22.9,74,16.2,Sunny,113,2026-03-25 03:29:01.048107,Cálido,Despejado,False
Cartagena,Colombia,10.391,-75.4794,34.2,35.4,77,9.4,Cloudy,119,2026-03-27 04:10:01.048146,Muy cálido,Nublado,False
Tokyo,Japan,35.6895,139.6917,25.2,24.2,84,7.8,Partly Cloudy,116,2026-03-18 08:54:01.048185,Cálido,Parcialmente nublado,False
London,Uk,51.5074,-0.1278,16.1,14.0,61,17.3,Moderate Rain,302,2026-04-09 12:03:01.048224,Frío,Lluvia moderada,False
Cali,Colombia,3.4516,-76.532,28.9,27.8,59,0.0,Patchy Rain Nearby,176,2026-04-06 15:20:01.048273,Cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,25.6,22.4,81,7.9,Overcast,122,2026-04-01 21:00:01.048337,Cálido,Nublado,False
Cartagena,Colombia,10.391,-75.4794,24.9,25.1,54,10.8,Sunny,113,2026-03-26 16:30:01.048438,Cálido,Despejado,False
Madrid,Spain,40.4168,-3.7038,11.7,9.4,55,6.0,Patchy Rain Nearby,176,2026-04-05 14:15:01.048503,Frío,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,24.0,24.9,67,11.3,Cloudy,119,2026-03-19 08:53:01.048564,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,21.1,20.2,90,5.4,Heavy Snow,395,2026-03-16 04:14:01.048622,Templado,Nieve fuerte,True
Miami,Usa,25.7617,-80.1918,24.7,26.5,70,14.6,Cloudy,119,2026-04-04 02:45:01.048715,Cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,25.7,26.7,100,10.1,Cloudy,119,2026-03-24 11:48:01.048801,Cálido,Nublado,False
Cali,Colombia,3.4516,-76.532,22.4,22.9,82,12.1,Light Drizzle,266,2026-04-03 15:57:01.048846,Templado,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,22.3,23.2,81,11.6,Heavy Snow,395,2026-03-17 16:46:01.048888,Templado,Nieve fuerte,True
Barranquilla,Colombia,10.9685,-74.7813,37.2,37.2,100,12.8,Light Drizzle,266,2026-03-31 05:36:01.049003,Muy cálido,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,24.9,26.0,80,17.5,Light Rain,293,2026-04-11 18:17:01.049069,Cálido,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,29.7,30.0,79,8.6,Sunny,113,2026-03-23 00:28:01.049162,Cálido,Despejado,False
London,Uk,51.5074,-0.1278,13.9,12.5,84,12.7,Patchy Rain Nearby,176,2026-03-30 20:56:01.049204,Frío,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,18.6,18.5,67,1.0,Thundery Outbreaks,200,2026-04-01 14:42:01.049244,Templado,Tormenta,True
Lima,Peru,-12.0464,-77.0428,19.5,19.4,80,16.8,Patchy Rain Nearby,176,2026-03-16 11:41:01.049285,Templado,Lluvia ligera,False
Cartagena,Colombia,10.391,-75.4794,28.8,26.8,75,8.5,Partly Cloudy,116,2026-04-13 08:56:01.049351,Cálido,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,28.4,29.4,86,9.8,Partly Cloudy,116,2026-04-11 14:09:01.049393,Cálido,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,16.3,16.1,73,12.2,Heavy Rain,308,2026-04-08 13:39:01.049432,Frío,Lluvia fuerte,False
London,Uk,51.5074,-0.1278,13.0,14.8,64,8.8,Overcast,122,2026-04-05 22:02:01.049471,Frío,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,23.1,21.5,58,0.7,Patchy Rain Nearby,176,2026-04-11 12:39:01.049511,Templado,Lluvia ligera,False
